"","congress","chamber","icpsr","state_icpsr","district_code","state_abbrev","party_code","occupancy","last_means","bioname","bioguide_id","born","died","nominate_dim1","nominate_dim2","nominate_log_likelihood","nominate_geo_mean_probability","nominate_number_of_votes","nominate_number_of_errors","conditional","nokken_poole_dim1","nokken_poole_dim2","CD116FP","STCD"
"44476",108,"House",20310,71,39,"CA",100,0,1,"SÁNCHEZ, Linda T.","S001156",1969,NA,-0.508,-0.137,-85.0407,0.90126,818,28,NA,-0.504,-0.204,39,"CA-39"
"44477",108,"House",29104,71,4,"CA",200,0,1,"DOOLITTLE, John Taylor","D000429",1950,NA,0.519,0.156,-108.38245,0.875,814,40,NA,0.438,0.213,4,"CA-4"
"44478",108,"House",29105,71,20,"CA",100,0,1,"DOOLEY, Calvin M.","D000424",1954,NA,-0.19,0.103,-223.12803,0.749,771,103,NA,-0.165,0.036,20,"CA-20"
"44479",108,"House",29106,71,35,"CA",100,0,1,"WATERS, Maxine","W000187",1938,NA,-0.653,-0.073,-112.26493,0.86753,790,44,NA,-0.682,0.023,35,"CA-35"
"44480",108,"House",29107,71,50,"CA",200,0,1,"CUNNINGHAM, Randall (Duke)","C000994",1941,NA,0.411,0.001,-95.9702,0.89,823,37,NA,0.374,0.133,50,"CA-50"
"44481",108,"House",29309,71,6,"CA",100,0,1,"WOOLSEY, Lynn C.","W000738",1937,NA,-0.556,-0.529,-100.0691,0.881,791,47,NA,-0.624,-0.514,6,"CA-6"
"44482",108,"House",29311,71,11,"CA",200,0,1,"POMBO, Richard William","P000419",1961,NA,0.461,0.469,-109.60379,0.876,829,46,NA,0.428,0.268,11,"CA-11"
"44483",108,"House",29312,71,14,"CA",100,0,1,"ESHOO, Anna Georges","E000215",1942,NA,-0.381,-0.427,-110.77103,0.87085,801,48,NA,-0.397,-0.496,14,"CA-14"
"44484",108,"House",29313,71,17,"CA",100,0,1,"FARR, Sam","F000030",1941,NA,-0.455,-0.219,-128.52198,0.857,832,52,NA,-0.507,-0.399,17,"CA-17"
"44485",108,"House",29315,71,25,"CA",200,0,1,"McKEON, Howard P. (Buck)","M000508",1938,NA,0.396,0.208,-104.61358,0.88,816,41,NA,0.379,-0.023,25,"CA-25"
"44486",108,"House",29316,71,31,"CA",100,0,1,"BECERRA, Xavier","B000287",1958,NA,-0.512,-0.283,-96.60297,0.88731,808,42,NA,-0.467,-0.376,31,"CA-31"
"44487",108,"House",29317,71,34,"CA",100,0,1,"ROYBAL-ALLARD, Lucille","R000486",1941,NA,-0.47,-0.186,-85.7623,0.89953,810,30,NA,-0.435,-0.349,34,"CA-34"
"44488",108,"House",29318,71,36,"CA",100,0,1,"HARMAN, Jane L.","H000213",1945,NA,-0.262,-0.12,-159.62718,0.819,799,61,NA,-0.292,-0.199,36,"CA-36"
"44489",108,"House",29321,71,40,"CA",200,0,1,"ROYCE, Edward Randall","R000487",1951,NA,0.657,-0.353,-162.43447,0.82108,824,76,NA,0.717,-0.452,40,"CA-40"
"44490",108,"House",29323,71,44,"CA",200,0,1,"CALVERT, Ken","C000059",1953,NA,0.349,0.22,-72.76116,0.91597,829,22,NA,0.326,0.039,44,"CA-44"
"44491",108,"House",29325,71,51,"CA",100,0,1,"FILNER, Bob","F000116",1942,NA,-0.652,0.002,-107.4118,0.873,794,36,NA,-0.67,0.212,51,"CA-51"
"44492",108,"House",29504,71,16,"CA",100,0,1,"LOFGREN, Zoe","L000397",1947,NA,-0.402,-0.446,-153.99663,0.82705,811,67,NA,-0.431,-0.636,16,"CA-16"
"44493",108,"House",29505,71,19,"CA",200,0,1,"RADANOVICH, George P.","R000004",1955,NA,0.484,0.18,-115.31324,0.866,802,48,NA,0.445,-0.003,19,"CA-19"
"44494",108,"House",29586,71,37,"CA",100,0,1,"MILLENDER-McDONALD, Juanita","M000714",1938,2007,-0.438,-0.16,-103.36984,0.867,727,41,NA,-0.433,-0.17,37,"CA-37"
"44495",108,"House",29705,71,10,"CA",100,0,1,"TAUSCHER, Ellen O'Kane","T000057",1951,NA,-0.308,-0.169,-152.3006,0.835,843,57,NA,-0.327,-0.263,10,"CA-10"
"44496",108,"House",29707,71,27,"CA",100,0,1,"SHERMAN, Brad","S000344",1954,NA,-0.342,-0.148,-127.88656,0.85736,831,52,NA,-0.404,-0.193,27,"CA-27"
"44497",108,"House",29709,71,47,"CA",100,0,1,"SANCHEZ, Loretta","S000030",1960,NA,-0.367,0.025,-142.58928,0.84,817,57,NA,-0.395,-0.08,47,"CA-47"
"44498",108,"House",29774,71,23,"CA",100,0,1,"CAPPS, Lois","C001036",1938,NA,-0.389,-0.227,-102.4837,0.883,827,43,NA,-0.43,-0.292,23,"CA-23"
"44499",108,"House",29775,71,45,"CA",200,0,1,"BONO, Mary","B001228",1961,NA,0.353,-0.218,-148.39881,0.834,817,61,NA,0.297,-0.389,45,"CA-45"
"44500",108,"House",29778,71,9,"CA",100,0,1,"LEE, Barbara","L000551",1946,NA,-0.683,-0.588,-82.83403,0.90381,819,27,NA,-0.671,-0.741,9,"CA-9"
"44501",108,"House",29901,71,1,"CA",100,0,1,"THOMPSON, Michael","T000460",1951,NA,-0.395,0.065,-205.11909,0.78242,836,97,NA,-0.369,0.18,1,"CA-1"
"44502",108,"House",29902,71,3,"CA",200,0,1,"OSE, Doug","O000164",1955,NA,0.289,-0.316,-177.52652,0.809,836,74,NA,0.356,-0.417,3,"CA-3"
"44503",108,"House",29903,71,38,"CA",100,0,1,"NAPOLITANO, Grace Flores","N000179",1936,NA,-0.448,-0.249,-98.81638,0.88737,827,37,NA,-0.436,-0.255,38,"CA-38"
"44504",108,"House",29905,71,42,"CA",200,0,1,"MILLER, Gary G.","M001139",1948,NA,0.478,0.222,-103.8886,0.879,802,45,NA,0.539,0.089,42,"CA-42"
"44505",108,"House",29942,71,43,"CA",100,0,1,"BACA, Joe","B001234",1947,NA,-0.349,0.292,-156.61826,0.828,832,68,NA,-0.325,0.302,43,"CA-43"
"44506",108,"House",15419,62,5,"CO",200,0,1,"HEFLEY, Joel M.","H000444",1935,NA,0.591,0.13,-316.57593,0.683,831,121,NA,0.667,0.249,5,"CO-5"
"44507",108,"House",20311,62,4,"CO",200,0,1,"MUSGRAVE, Marilyn N","M001152",1949,NA,0.565,0.223,-114.95049,0.871,833,50,NA,0.637,0.249,4,"CO-4"
"44508",108,"House",20312,62,7,"CO",200,0,1,"BEAUPREZ, Bob","B001240",1948,NA,0.523,-0.102,-95.86149,0.892,837,32,NA,0.506,-0.172,7,"CO-7"
"44509",108,"House",29326,62,3,"CO",200,0,1,"McINNIS, Scott","M000477",1953,NA,0.391,-0.083,-128.5974,0.841,743,57,NA,0.502,-0.024,3,"CO-3"
"44510",108,"House",29710,62,1,"CO",100,0,1,"DeGETTE, Diana","D000197",1957,NA,-0.432,-0.313,-114.40791,0.86518,790,44,NA,-0.441,-0.312,1,"CO-1"
"44511",108,"House",29906,62,2,"CO",100,0,1,"UDALL, Mark","U000038",1950,NA,-0.353,0.049,-183.64529,0.793,792,82,NA,-0.42,0.064,2,"CO-2"
"44512",108,"House",29907,62,6,"CO",200,0,1,"TANCREDO, Thomas G.","T000458",1945,NA,0.75,-0.022,-226.88857,0.754,805,84,NA,0.714,0.386,6,"CO-6"
"44513",108,"House",15028,1,5,"CT",200,0,1,"JOHNSON, Nancy Lee","J000163",1935,NA,0.122,-0.513,-188.52459,0.792,807,78,NA,0.269,-0.838,5,"CT-5"
"44514",108,"House",15449,1,4,"CT",200,0,1,"SHAYS, Christopher H.","S001144",1945,NA,0.129,-0.992,-223.37278,0.764,831,94,NA,0.168,-0.986,4,"CT-4"
"44515",108,"House",20109,1,2,"CT",200,0,1,"SIMMONS, Robert (Rob)","S001152",1943,NA,0.171,-0.566,-181.14379,0.803,825,73,NA,0.181,-0.606,2,"CT-2"
"44516",108,"House",29109,1,3,"CT",100,0,1,"DeLAURO, Rosa L.","D000216",1943,NA,-0.416,-0.118,-102.07464,0.88519,837,43,NA,-0.459,-0.047,3,"CT-3"
"44517",108,"House",29908,1,1,"CT",100,0,1,"LARSON, John B.","L000557",1948,NA,-0.397,-0.051,-127.78676,0.85472,814,57,NA,-0.431,-0.054,1,"CT-1"
"44518",108,"House",29327,11,1,"DE",200,0,1,"CASTLE, Michael Newbold","C000243",1939,NA,0.229,-0.7,-225.84921,0.764,840,95,NA,0.164,-0.655,1,"DE-1"
"44519",108,"House",13047,43,10,"FL",200,0,1,"YOUNG, Charles William (Bill)","Y000031",1930,2013,0.325,-0.112,-112.75364,0.867,787,40,NA,0.345,-0.112,10,"FL-10"
"44520",108,"House",14860,43,22,"FL",200,0,1,"SHAW, Eugene Clay, Jr.","S000303",1939,2013,0.3,-0.142,-92.57524,0.895,833,34,NA,0.305,-0.074,22,"FL-22"
"44521",108,"House",15006,43,9,"FL",200,0,1,"BILIRAKIS, Michael","B000463",1930,NA,0.382,-0.219,-133.04613,0.853,834,68,NA,0.419,-0.061,9,"FL-9"
"44522",108,"House",15605,43,14,"FL",200,0,1,"GOSS, Porter J.","G000336",1938,NA,0.421,-0.394,-102.83639,0.866,715,38,NA,0.368,-0.125,14,"FL-14"
"44523",108,"House",15627,43,6,"FL",200,0,1,"STEARNS, Clifford Bundy","S000822",1941,NA,0.554,-0.075,-185.9364,0.8,835,80,NA,0.655,-0.091,6,"FL-6"
"44524",108,"House",15634,43,18,"FL",200,0,1,"ROS-LEHTINEN, Ileana","R000435",1952,NA,0.244,-0.225,-114.39215,0.86551,792,43,NA,0.31,-0.301,18,"FL-18"
"44525",108,"House",20110,43,1,"FL",200,0,1,"MILLER, Jefferson B. (Jeff)","M001144",1959,NA,0.633,0.155,-123.3641,0.857,797,61,NA,0.755,0.175,1,"FL-1"
"44526",108,"House",20111,43,4,"FL",200,0,1,"CRENSHAW, Ander","C001045",1944,NA,0.333,0.337,-80.83088,0.908,840,17,NA,0.354,0.053,4,"FL-4"
"44527",108,"House",20112,43,8,"FL",200,0,1,"KELLER, Richard (Ric)","K000361",1964,NA,0.458,-0.068,-82.89215,0.904,817,37,NA,0.492,0.103,8,"FL-8"
"44528",108,"House",20113,43,12,"FL",200,0,1,"PUTNAM, Adam","P000586",1974,NA,0.414,0.14,-89.95372,0.896,815,27,NA,0.421,0.098,12,"FL-12"
"44529",108,"House",20313,43,5,"FL",200,0,1,"BROWN-WAITE, Virginia (Ginny)","B001247",1943,NA,0.36,0.084,-144.40107,0.836,804,64,NA,0.362,0.375,5,"FL-5"
"44530",108,"House",20314,43,13,"FL",200,0,1,"HARRIS, Katherine","H001035",1957,NA,0.452,-0.238,-89.61197,0.897,827,30,NA,0.431,-0.153,13,"FL-13"
"44531",108,"House",20315,43,24,"FL",200,0,1,"FEENEY, Tom","F000447",1958,NA,0.641,-0.09,-92.15027,0.893,813,32,NA,0.666,-0.041,24,"FL-24"
"44532",108,"House",20316,43,25,"FL",200,0,1,"DIAZ-BALART, Mario","D000600",1961,NA,0.279,0.121,-168.06362,0.81749,834,65,NA,0.499,-0.312,25,"FL-25"
"44533",108,"House",20358,43,17,"FL",100,0,1,"MEEK, Kendrick B.","M001148",1966,NA,-0.363,0.108,-156.57578,0.82,790,62,NA,-0.382,-0.051,17,"FL-17"
"44534",108,"House",29328,43,3,"FL",100,0,1,"BROWN, Corrine","B000911",1946,NA,-0.429,0.192,-135.751,0.842,790,58,NA,-0.422,0.101,3,"FL-3"
"44535",108,"House",29331,43,7,"FL",200,0,1,"MICA, John L.","M000689",1943,NA,0.453,0.137,-86.59016,0.9,824,39,NA,0.394,0.126,7,"FL-7"
"44536",108,"House",29335,43,20,"FL",100,0,1,"DEUTSCH, Peter R.","D000275",1957,NA,-0.324,-0.115,-127.16494,0.834,700,53,NA,-0.333,-0.081,20,"FL-20"
"44537",108,"House",29336,43,21,"FL",200,0,1,"DIAZ-BALART, Lincoln","D000299",1954,NA,0.243,-0.105,-126.55196,0.855,807,45,NA,0.332,-0.265,21,"FL-21"
"44538",108,"House",29337,43,23,"FL",100,0,1,"HASTINGS, Alcee Lamar","H000324",1936,NA,-0.564,0.157,-134.73319,0.82026,680,48,NA,-0.579,0.05,23,"FL-23"
"44539",108,"House",29509,43,15,"FL",200,0,1,"WELDON, David Joseph","W000267",1953,NA,0.471,0.146,-110.8099,0.874,824,53,NA,0.437,0.21,15,"FL-15"
"44540",108,"House",29510,43,16,"FL",200,0,1,"FOLEY, Mark A.","F000238",1954,NA,0.311,-0.381,-120.99955,0.864,827,50,NA,0.332,-0.304,16,"FL-16"
"44541",108,"House",29713,43,2,"FL",100,0,1,"BOYD, F. Allen, Jr.","B000716",1945,NA,-0.181,0.414,-211.39754,0.768,799,103,NA,-0.133,0.476,2,"FL-2"
"44542",108,"House",29714,43,11,"FL",100,0,1,"DAVIS, Jim","D000114",1957,NA,-0.278,0.025,-165.19859,0.818,822,61,NA,-0.275,-0.121,11,"FL-11"
"44543",108,"House",29715,43,19,"FL",100,0,1,"WEXLER, Robert","W000314",1961,NA,-0.392,-0.193,-123.54187,0.852,773,46,NA,-0.407,-0.318,19,"FL-19"
"44544",108,"House",15431,44,5,"GA",100,0,1,"LEWIS, John R.","L000287",1940,NA,-0.589,-0.221,-103.31834,0.87799,794,48,NA,-0.626,-0.346,5,"GA-5"
"44545",108,"House",20317,44,3,"GA",100,0,1,"MARSHALL, Jim","M001146",1948,NA,-0.119,0.803,-245.29739,0.736,800,106,NA,-0.14,0.581,3,"GA-3"
"44546",108,"House",20318,44,4,"GA",100,0,1,"MAJETTE, Denise L.","M001145",1955,NA,-0.364,-0.128,-145.85868,0.821,738,62,NA,-0.362,-0.173,4,"GA-4"
"44547",108,"House",20319,44,11,"GA",200,0,1,"GINGREY, Phil","G000550",1942,NA,0.561,0.272,-96.46619,0.891,836,45,NA,0.477,0.217,11,"GA-11"
"44548",108,"House",20320,44,12,"GA",200,0,1,"BURNS, Max","B001249",1948,NA,0.365,0.136,-89.78999,0.898,835,29,NA,0.367,0.108,12,"GA-12"
"44549",108,"House",20321,44,13,"GA",100,0,1,"SCOTT, David","S001157",1945,NA,-0.301,0.164,-282.03874,0.71074,826,124,NA,-0.201,0.286,13,"GA-13"
"44550",108,"House",29338,44,1,"GA",200,0,1,"KINGSTON, Jack","K000220",1955,NA,0.54,0.302,-106.65124,0.878,818,51,NA,0.507,0.419,1,"GA-1"
"44551",108,"House",29339,44,2,"GA",100,0,1,"BISHOP, Sanford Dixon, Jr.","B000490",1947,NA,-0.282,0.463,-204.26162,0.77879,817,94,NA,-0.245,0.562,2,"GA-2"
"44552",108,"House",29340,44,8,"GA",200,0,1,"COLLINS, Michael Allen (Mac)","C000640",1944,NA,0.536,0.324,-70.69203,0.904,702,24,NA,0.591,0.31,8,"GA-8"
"44553",108,"House",29341,44,7,"GA",200,0,1,"LINDER, John Elmer","L000321",1942,NA,0.559,-0.008,-95.68293,0.889,813,33,NA,0.538,-0.148,7,"GA-7"
"44554",108,"House",29513,44,9,"GA",200,0,1,"NORWOOD, Charles W., Jr.","N000159",1941,2007,0.533,0.469,-102.8097,0.874,765,40,NA,0.59,0.418,9,"GA-9"
"44555",108,"House",29909,44,6,"GA",200,0,1,"ISAKSON, Johnny","I000055",1944,NA,0.402,-0.011,-88.17014,0.8881,743,39,NA,0.514,-0.055,6,"GA-6"
"44556",108,"House",99342,44,10,"GA",200,0,1,"DEAL, John Nathan","D000168",1942,NA,0.581,0.139,-85.92423,0.897,789,38,NA,0.612,0.229,10,"GA-10"
"44557",108,"House",15245,82,1,"HI",100,0,1,"ABERCROMBIE, Neil","A000014",1938,NA,-0.432,-0.026,-194.76218,0.787,814,68,NA,-0.396,-0.22,1,"HI-1"
"44558",108,"House",20322,82,2,"HI",100,2,2,"CASE, Ed","C001055",1952,NA,-0.201,-0.124,-212.80291,0.7672,803,93,NA,-0.223,-0.216,2,"HI-2"
"44559",108,"House",20114,63,1,"ID",200,0,1,"OTTER, C. L. (Butch)","O000166",1942,NA,0.692,0.057,-225.01245,0.765,838,86,NA,0.742,-0.057,1,"ID-1"
"44560",108,"House",29910,63,2,"ID",200,0,1,"SIMPSON, Michael K.","S001148",1950,NA,0.297,0.285,-141.53162,0.84477,839,47,NA,0.353,-0.016,2,"ID-2"
"44561",108,"House",12041,21,8,"IL",200,0,1,"CRANE, Philip Miller","C000873",1930,2014,0.739,0.023,-143.12421,0.84,822,70,NA,0.59,0.034,8,"IL-8"
"44562",108,"House",14239,21,6,"IL",200,0,1,"HYDE, Henry John","H001022",1924,2007,0.312,-0.18,-115.98364,0.858,756,44,NA,0.353,-0.067,6,"IL-6"
"44563",108,"House",15023,21,17,"IL",100,0,1,"EVANS, Lane Allen","E000250",1951,2014,-0.454,-0.181,-155.27941,0.829,829,69,NA,-0.461,0.085,17,"IL-17"
"44564",108,"House",15036,21,3,"IL",100,0,1,"LIPINSKI, William Oliver","L000342",1937,NA,-0.176,0.3,-237.07384,0.717,712,111,NA,-0.194,0.347,3,"IL-3"
"44565",108,"House",15417,21,14,"IL",200,0,1,"HASTERT, John Dennis","H000323",1942,NA,0.443,-0.122,-5.46279,0.957,124,1,NA,0.488,0.029,14,"IL-14"
"44566",108,"House",15453,21,12,"IL",100,0,1,"COSTELLO, Jerry Francis","C000794",1949,NA,-0.317,0.657,-245.47985,0.743,827,121,NA,-0.32,0.684,12,"IL-12"
"44567",108,"House",20115,21,10,"IL",200,0,1,"KIRK, Mark Steven","K000360",1959,NA,0.274,-0.647,-125.68463,0.857,817,49,NA,0.301,-0.821,10,"IL-10"
"44568",108,"House",20116,21,15,"IL",200,0,1,"JOHNSON, Timothy V.","J000285",1946,NA,0.264,-0.52,-219.88064,0.768,834,103,NA,0.169,-0.393,15,"IL-15"
"44569",108,"House",20323,21,5,"IL",100,0,1,"EMANUEL, Rahm","E000287",1959,NA,-0.372,-0.131,-117.35568,0.867,823,47,NA,-0.389,-0.18,5,"IL-5"
"44570",108,"House",29346,21,1,"IL",100,0,1,"RUSH, Bobby L.","R000515",1946,NA,-0.478,-0.203,-140.46036,0.83879,799,52,NA,-0.47,-0.339,1,"IL-1"
"44571",108,"House",29348,21,4,"IL",100,0,1,"GUTIÉRREZ, Luis V.","G000535",1953,NA,-0.487,-0.26,-98.77434,0.87567,744,42,NA,-0.473,-0.281,4,"IL-4"
"44572",108,"House",29349,21,16,"IL",200,0,1,"MANZULLO, Donald A.","M001138",1944,NA,0.51,0,-153.49667,0.83,825,69,NA,0.504,0.104,16,"IL-16"
"44573",108,"House",29516,21,11,"IL",200,0,1,"WELLER, Gerald C. (Jerry)","W000273",1957,NA,0.288,0.2,-184.58284,0.8,827,63,NA,0.344,0.035,11,"IL-11"
"44574",108,"House",29517,21,18,"IL",200,0,1,"LaHOOD, Ray H.","L000552",1945,NA,0.246,-0.076,-144.27474,0.833,790,57,NA,0.232,-0.044,18,"IL-18"
"44575",108,"House",29585,21,2,"IL",100,0,1,"JACKSON, Jesse L., Jr.","J000283",1965,NA,-0.538,-0.513,-103.44578,0.884,842,47,NA,-0.568,-0.695,2,"IL-2"
"44576",108,"House",29717,21,7,"IL",100,0,1,"DAVIS, Danny K.","D000096",1941,NA,-0.486,-0.263,-94.26025,0.88872,799,36,NA,-0.497,-0.297,7,"IL-7"
